地段位置或門牌,社區簡稱,交易日期,總價(萬元),"單價
(萬元/坪)","總面積
(坪)",主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,"車位總價
(萬元)",管理組織,電梯,主要用途,備註
士林區磺溪街４７巷１４號二樓,,113/03/08,2580,67.27,38.35,88.93%,公寓(5樓含以下無電梯),39,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;其他增建;
士林區通河西街二段５巷８號二樓,,113/03/08,1010,48.52,20.82,83.57%,公寓(5樓含以下無電梯),55,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住商用,
士林區天母西路７９號三樓,齊賢,113/03/08,3330,61.49,54.16,90.30%,華廈(10層含以下有電梯),46,三層/七層,房地(土地+建物)+車位,土:2 建:1車:1,4房2廳2衛,,有,有,住家用,陽台外推;其他增建;
士林區士東路８９巷１６弄２０號五樓,大葉島耕座,113/03/08,4770,75.58,63.11,46.26%,華廈(10層含以下有電梯),15,五層/八層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,250,有,有,住家用,其他增建;
士林區士東路２６６巷６弄１４號五樓,太平洋芝蘭園,113/03/08,2000,63.45,31.52,79.23%,華廈(10層含以下有電梯),42,五層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,
士林區文昌路１５９號四樓,,113/03/08,500,24.64,20.29,89.68%,公寓(5樓含以下無電梯),50,四層/四層,房地(土地+建物),土:2 建:1車:0,4房1廳3衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區德行東路３６１號二樓,,113/03/08,1800,50.8,35.43,79.23%,公寓(5樓含以下無電梯),41,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區中山北路六段２９０巷７弄３７號七樓,天母哲園,113/03/07,3550,84.88,44.63,49.69%,華廈(10層含以下有電梯),12,七層/七層,房地(土地+建物)+車位,土:1 建:1車:1,,190,有,有,住家用,
士林區大南路３６１號九樓,捷運巨星,113/03/07,10035,40.96,258.73,70.80%,華廈(10層含以下有電梯),34,九層/九層,房地(土地+建物)+車位,土:4 建:1車:2,,400,有,有,工業用,頂樓加蓋;
士林區忠誠路一段１８號十二樓之２,海涵,113/03/07,10000,82.71,120.9,54.73%,住宅大樓(11層含以上有電梯),18,十二層/十四層,房地(土地+建物)+車位,土:2 建:2車:3,4房2廳4衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區德行東路９３巷８號三樓,,113/03/07,1660,54.46,30.48,85.66%,公寓(5樓含以下無電梯),46,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,陽台外推;
士林區天母西路１６之１號五樓,,113/03/06,3600,60.96,59.05,100.00%,華廈(10層含以下有電梯),47,"五層,陽臺/七層",房地(土地+建物)+車位,土:3 建:1車:1,4房2廳2衛,350,有,有,住家用,陽台外推;其他增建;
士林區中山北路七段１９０巷２７之１號六樓,翠林大廈,113/03/06,2280,61.02,37.36,85.47%,華廈(10層含以下有電梯),44,六層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,有,住家用,陽台外推;其他增建;
士林區忠誠路一段５７號二樓,士林御花園,113/03/06,3750,81.71,45.89,81.03%,華廈(10層含以下有電梯),39,二層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,350,有,有,住家用,陽台外推;其他增建;
士林區大西路７１號八樓,麗緻文林,113/03/06,5300,86.09,81.78,65.80%,華廈(10層含以下有電梯),23,八層/九層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳2衛,600,有,有,住家用,其他增建;
士林區格致路２０８號七樓,大衛營,113/03/06,1750,31.95,54.78,67.44%,華廈(10層含以下有電梯),46,七層/七層,房地(土地+建物),土:4 建:1車:0,4房2廳2衛,,有,有,住家用,陽台外推;
士林區天玉街１１５號二樓,家居雲門,113/03/06,6000,48.59,123.48,73.28%,華廈(10層含以下有電梯),16,"二層,三層/五層",房地(土地+建物)+車位,土:1 建:1車:4,5房3廳4衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區士商路１４３號五樓,藝術陽明,113/03/06,5700,90.6,74.51,58.30%,住宅大樓(11層含以上有電梯),20,五層/十二層,房地(土地+建物)+車位,土:1 建:2車:2,3房2廳2衛,560,有,有,住家用,陽台外推;其他增建;
士林區基河路３６０號三樓,宏泰陽明,113/03/06,2400,45.14,53.17,55.09%,華廈(10層含以下有電梯),27,三層/十層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區芝玉路一段１９７巷２５弄２號二樓,,113/03/05,2220,65.36,33.96,87.50%,公寓(5樓含以下無電梯),38,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
士林區永平街５２號二樓,,113/03/05,1210,53.12,22.78,100.00%,公寓(5樓含以下無電梯),47,"二層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;
士林區天母東路３８之５號十樓,,113/03/04,6500,77.11,95.56,84.51%,住宅大樓(11層含以上有電梯),37,十層/十二層,房地(土地+建物)+車位,土:1 建:2車:1,4房2廳4衛,300,有,有,商業用,陽台外推;
士林區中山北路七段１４巷２９之１２號,幸福華廈,113/03/04,1520,66.39,22.9,81.94%,華廈(10層含以下有電梯),46,一層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,其他增建;
士林區忠義街９１巷３號地下室,,113/03/04,600,22.9,26.21,100.00%,公寓(5樓含以下無電梯),43,地下層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,
士林區中山北路六段４２９號五樓,,113/03/04,1625,63.27,25.69,93.56%,公寓(5樓含以下無電梯),45,五層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,頂樓加蓋;
士林區中山北路七段１１４巷１號二樓,峰雅,113/03/04,3500,86.5,47.65,58.42%,華廈(10層含以下有電梯),,二層/九層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,180,有,有,住家用,預售屋、或土地及建物分件登記案件;
士林區故宮路４１巷５號,,113/03/04,525,58.69,8.94,99.97%,公寓(5樓含以下無電梯),49,"一層,平台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友間持分買賣親友、員工、共有人或其他特殊關係間之交易;
士林區中山北路六段２９０巷１９之１號四樓,,113/03/03,1950,64.15,30.4,89.86%,公寓(5樓含以下無電梯),40,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;其他增建;
士林區德行東路１０４巷７弄２號五樓,忠義新村,113/03/03,850,62.89,13.52,92.23%,公寓(5樓含以下無電梯),42,五層/五層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;其他增建;
士林區中山北路六段１５７巷１３號七樓之２,天母樂活,113/03/03,2800,71.16,39.35,38.52%,住宅大樓(11層含以上有電梯),15,七層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,,300,有,有,商業用,
士林區忠誠路一段１７３巷１９號,無相寓所,113/03/03,11800,72.33,163.14,58.58%,華廈(10層含以下有電梯),10,"一層,二層/十層",房地(土地+建物)+車位,土:1 建:1車:6,5房3廳4衛,,有,有,住家用,
士林區忠誠路一段１７３巷２１號六樓,無相寓所,113/03/03,8018,83.18,96.39,41.78%,華廈(10層含以下有電梯),10,六層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,
士林區德行東路１９０巷３１弄１０號四樓,,113/03/03,1750,56.44,31.01,79.40%,公寓(5樓含以下無電梯),41,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
士林區德行西路３６號十二樓之２,萬象之都,113/03/02,1392,112.98,12.32,52.52%,住宅大樓(11層含以上有電梯),16,十二層/十三層,房地(土地+建物),土:3 建:1車:0,1房1衛,,有,有,商業用,陽台外推;
士林區華榮街９９號二樓,華榮樂府,113/03/02,1560,86.37,26.64,63.65%,華廈(10層含以下有電梯),15,二層/六層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,150,有,有,住家用,其他增建;
士林區天母東路６９巷１７號,,113/03/02,3650,82.56,44.21,100.00%,公寓(5樓含以下無電梯),49,"一層,平台/四層",房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,
士林區通河西街一段９７號四樓,,113/03/02,1350,50.95,26.5,100.00%,公寓(5樓含以下無電梯),55,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,頂樓加蓋;
士林區德行東路２８４巷１號三樓,,113/03/02,2158,55.87,38.63,89.11%,公寓(5樓含以下無電梯),41,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;其他增建;
士林區大北路４５號、大北路４５號二樓、大北路４５號三樓、大北路４５號四樓,,113/03/02,6100,0,70.14,,透天厝,49,全/四層,房地(土地+建物),土:1 建:1車:0,12房2廳7衛,,無,無,住家用,一、二樓之價格為參仟捌佰萬元整 三、四樓之價格為貳仟參佰萬元整其他增建;
士林區天玉街３８巷１６弄１０號四樓,,113/03/01,2210,65.59,33.69,92.12%,公寓(5樓含以下無電梯),44,四層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,陽台外推;其他增建;
士林區中山北路七段１４１巷２３號二樓,君御,113/03/01,4500,86.14,53.03,57.92%,華廈(10層含以下有電梯),1,二層/八層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,200,有,有,住家用,含裝潢費;
士林區延平北路六段３８４號八樓之１,,113/03/01,2858,54.92,52.04,61.51%,住宅大樓(11層含以上有電梯),18,八層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,陽台外推;
士林區大南路３８４號四樓,,113/03/01,1450,57.29,25.31,100.00%,公寓(5樓含以下無電梯),49,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,陽台外推;頂樓加蓋;其他增建;
士林區天母北路９巷１４號四樓,億豐居,113/03/01,2220,66.09,33.59,86.77%,公寓(5樓含以下無電梯),45,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;
士林區延平北路六段４７７號十三樓,亞太企業中心,113/03/01,9349,42.9,217.94,55.56%,住宅大樓(11層含以上有電梯),9,十三層/十四層,房地(土地+建物)+車位,土:1 建:2車:5,,,有,有,商業用,
士林區承德路四段２４８之２號四樓,,113/02/29,2000,54.1,36.97,85.61%,公寓(5樓含以下無電梯),38,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;
士林區華光街２２號,,113/02/29,1380,73.39,18.8,100.00%,公寓(5樓含以下無電梯),60,一層/二層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,其他增建;
士林區士商路１３５號十一樓,藝術陽明,113/02/29,4200,92.72,50.38,58.52%,住宅大樓(11層含以上有電梯),20,十一層/十二層,房地(土地+建物)+車位,土:1 建:2車:1,3房2廳2衛,250,有,有,住家用,陽台外推;
士林區承德路四段５８巷３１弄１４號,,113/02/29,860,93.83,9.17,92.87%,公寓(5樓含以下無電梯),42,一層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,
士林區大南路３３５號四樓,士林新天地,113/02/29,2666,61.76,46.39,61.29%,住宅大樓(11層含以上有電梯),16,四層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,260,有,有,商業用,親友、員工、共有人或其他特殊關係間之交易;
士林區士東路９１巷２６弄６號六樓之２,天母A+,113/02/28,1320,97.51,18.27,48.83%,華廈(10層含以下有電梯),15,六層/七層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,200,有,有,住家用,夾層;其他增建;
士林區前街１０１號三樓,,113/02/28,1650,50.98,32.36,90.55%,公寓(5樓含以下無電梯),47,三層/四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建：陽台。其他增建;
士林區忠誠路二段２１巷３３號四樓,,113/02/28,2100,64.72,32.45,82.96%,公寓(5樓含以下無電梯),39,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
士林區中山北路七段１１４巷３４弄１１號三樓,,113/02/28,2250,48.49,46.4,81.30%,華廈(10層含以下有電梯),37,三層/六層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,其他增建;
士林區天母北路９巷７號六樓,六隱,113/02/28,5370,80.71,66.54,50.31%,華廈(10層含以下有電梯),12,六層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,300,有,有,住家用,
士林區忠誠路一段１０３號四樓,,113/02/28,2900,79.2,36.62,84.64%,公寓(5樓含以下無電梯),39,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;陽台外推;
士林區天母北路５６號,聯上天母,113/02/27,7188,106.81,85.14,62.76%,住宅大樓(11層含以上有電梯),4,一層/二十四層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳2衛,600,有,有,住家用,
士林區天母北路５６號十樓之１,聯上天母,113/02/27,7228,100.49,89.07,54.06%,住宅大樓(11層含以上有電梯),4,十層/二十四層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳2衛,635,有,有,住家用,
士林區延平北路五段２１３巷３３號,葫蘆公寓,113/02/27,1780,59.43,29.95,100.00%,公寓(5樓含以下無電梯),51,二層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,有,無,住家用,陽台外推;
士林區天母北路４３巷３號二樓,,113/02/27,3220,82.04,39.25,86.34%,華廈(10層含以下有電梯),38,二層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;
士林區士東路１２４號二樓,,113/02/27,1800,50.51,35.64,89.63%,公寓(5樓含以下無電梯),46,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區承德路四段２７７巷７５號二樓,,113/02/27,800,22.81,35.07,91.04%,公寓(5樓含以下無電梯),40,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區中山北路七段１１４巷３３弄４之１號五樓,,113/02/27,3520,56.95,61.81,75.40%,華廈(10層含以下有電梯),36,五層/六層,房地(土地+建物)+車位,土:3 建:1車:1,4房2廳2衛,,有,有,住家用,
士林區天母東路８巷２１號七樓之１,華琪,113/02/27,2080,69.29,30.02,86.93%,華廈(10層含以下有電梯),48,"七層,陽臺/七層",房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,
士林區中山北路七段１４１巷２３號七樓,君御,113/02/26,4900,93.75,53.03,57.92%,華廈(10層含以下有電梯),1,七層/八層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,220,有,有,住家用,
士林區中山北路六段７５４巷１之１號四樓,,113/02/26,2950,71.74,41.12,79.64%,華廈(10層含以下有電梯),46,四層/六層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,有,住家用,陽台外推;其他增建;
士林區士東路２６６巷６弄５號地下,,113/02/26,950,33.43,28.42,100.00%,公寓(5樓含以下無電梯),42,地下層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,其他,其他增建;
士林區中山北路七段１９０巷１２弄９之１號,瑞盧,113/02/26,3198.7,53.42,59.88,76.51%,華廈(10層含以下有電梯),39,一層/八層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,200,有,有,住家用,
士林區承德路四段４０巷１０５號四樓之３,劍潭整宅B區,113/02/25,720,55.61,12.95,92.52%,公寓(5樓含以下無電梯),53,三層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,陽台外推;其他增建;
士林區大南路２８５巷９弄５號四樓,,113/02/25,1180,52.35,22.54,88.53%,公寓(5樓含以下無電梯),47,四層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,陽台外推;
士林區中山北路六段２３６巷７號七樓之１,天母靜好,113/02/25,3363,109.93,39.97,56.47%,住宅大樓(11層含以上有電梯),2,七層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,325,有,有,住家用,
士林區永平街８０巷７號,,113/02/25,3600,57,63.16,100.00%,公寓(5樓含以下無電梯),47,"一層,平台/三層",房地(土地+建物),土:1 建:3車:0,4房4廳2衛,,無,無,住家用,增建及出租部分為一樓 整棟成交 拆分價格:一樓1650萬元整、二樓1000萬元整、三樓950萬元整其他增建;含租約;
士林區中山北路七段１１４巷４２號四樓,,113/02/25,1920,61.54,31.2,76.72%,公寓(5樓含以下無電梯),43,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
士林區中正路６５５巷１５號六樓,,113/02/25,2318,47.33,48.98,69.55%,華廈(10層含以下有電梯),27,"六層,七層,電梯樓梯間/七層",房地(土地+建物),土:1 建:1車:0,4房2廳3衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區中山北路六段４１８號三樓,,113/02/25,1810,78.88,22.95,100.00%,公寓(5樓含以下無電梯),52,三層/四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,
士林區德行西路３６號十樓,萬象之都,113/02/24,1560,107.53,14.51,54.09%,住宅大樓(11層含以上有電梯),16,十層/十三層,房地(土地+建物),土:3 建:1車:0,1房1廳1衛,,有,有,商業用,其他增建;
士林區中山北路七段２２０巷６之２號七樓,晶晶,113/02/24,2650,62.95,50.98,78.80%,華廈(10層含以下有電梯),43,七層/七層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,300,有,有,住家用,其他增建;
士林區忠誠路一段１６巷２３號三樓之２,生活爵士,113/02/24,1078,89.14,12.09,58.85%,華廈(10層含以下有電梯),28,三層/五層,房地(土地+建物),土:2 建:1車:0,1房1衛,,有,有,住家用,
士林區大南路３２５號八樓之３,新天地,113/02/24,888,69.51,12.77,58.42%,住宅大樓(11層含以上有電梯),16,八層/十四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,商業用,
士林區通河東街一段１７３號五樓,,113/02/24,1020,37.06,27.52,94.48%,公寓(5樓含以下無電梯),41,五層/五層,房地(土地+建物),土:2 建:1車:0,3房1廳1衛,,無,無,其他,陽台外推;頂樓加蓋;其他增建;
士林區芝玉路一段２００號八樓,,113/02/24,4800,83.06,68.34,71.39%,住宅大樓(11層含以上有電梯),28,八層/十九層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,300,有,有,住家用,其他增建;
士林區通河東街二段２５號四樓,,113/02/23,1275,42,30.36,82.30%,公寓(5樓含以下無電梯),40,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,
士林區承德路四段１０巷３３號四樓,,113/02/23,1502,68.18,22.03,100.00%,公寓(5樓含以下無電梯),56,四層/四層,房地(土地+建物),土:2 建:1車:0,8房8衛,,無,無,住家用,增建項目：露台、陽台、頂樓、其他增建其他增建;
士林區社中街３７９號四樓,,113/02/23,1350,38.62,34.96,100.00%,公寓(5樓含以下無電梯),47,"四層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,頂樓加蓋;夾層;其他增建;
士林區中社路一段３６巷５號二樓,,113/02/23,1480,47.54,31.13,100.00%,公寓(5樓含以下無電梯),49,二層/四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,
士林區至誠路二段９２巷３弄６號,,113/02/23,2406,0,38.07,,透天厝,52,全/二層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區社子街８２號三樓,,113/02/21,1000,42.75,23.39,100.00%,公寓(5樓含以下無電梯),48,"三層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,
士林區大東路４０號四樓,,113/02/21,1380,62.94,21.93,81.87%,公寓(5樓含以下無電梯),47,四層/四層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,陽台外推;其他增建;
士林區德行東路２３９號四樓,德行,113/02/21,2368,85.86,27.58,72.11%,華廈(10層含以下有電梯),18,四層/五層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,無,有,住家用,陽台外推;其他增建;
士林區格致路１７９號二樓之１,御陽明,113/02/21,6950,55.35,125.57,46.09%,華廈(10層含以下有電梯),11,二層/四層,房地(土地+建物)+車位,土:1 建:1車:3,,,有,有,住家用,
士林區社正路４５巷４弄１０號二樓,,113/02/21,927,22.45,41.29,92.56%,公寓(5樓含以下無電梯),42,二層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,商業用,親友、員工、共有人或其他特殊關係間之交易;
士林區士東路２６６巷５弄５號三樓,,113/02/21,1650,42.35,38.97,88.63%,公寓(5樓含以下無電梯),44,三層/五層,房地(土地+建物),土:5 建:1車:0,4房2廳2衛,,無,無,住家用,
士林區天母北路２８巷１１號二樓,,113/02/21,2030,65.3,31.09,90.26%,公寓(5樓含以下無電梯),45,二層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;
士林區天母東路８巷５８號七樓,天美奇跡,113/02/20,8880,100.53,88.33,61.74%,華廈(10層含以下有電梯),18,"七層,八層/八層",房地(土地+建物)+車位,土:1 建:1車:1,4房3廳3衛,450,有,有,住家用,
士林區中山北路七段８１巷４１弄９號二樓,華馨雅築,113/02/20,2800,69.59,40.24,91.11%,華廈(10層含以下有電梯),46,二層/五層,房地(土地+建物),土:2 建:1車:0,4房2廳1衛,,有,有,住家用,陽台外推;
士林區大南路３１０號二樓,,113/02/20,1800,59.13,30.44,95.33%,公寓(5樓含以下無電梯),53,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
士林區仰德大道三段２４０號,,113/02/20,5000,0,57.67,,透天厝,54,全/一層,房地(土地+建物),土:6 建:1車:0,3房2廳2衛,,無,無,住家用,
士林區天母東路８巷３０弄１３號五樓,,113/02/19,2000,65.57,30.5,91.41%,公寓(5樓含以下無電梯),40,五層/五層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
士林區中山北路七段１４巷５０弄１９號四樓,,113/02/19,1930,53.93,35.79,81.59%,公寓(5樓含以下無電梯),38,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,陽台外推;其他增建;
士林區克強路２２號,,113/02/19,5098,0,44.44,,透天厝,42,全/二層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,
士林區中山北路五段５０６號八樓,欣翰士林官邸,113/02/19,29000,117.63,304.2,56.22%,住宅大樓(11層含以上有電梯),9,八層/十二層,房地(土地+建物)+車位,土:1 建:1車:7,,"3,200",有,有,辦公用,毛胚屋;
士林區文林路１４４巷１６號三樓,圓山藏富,113/02/19,1588,82.82,32.53,48.92%,華廈(10層含以下有電梯),2,三層/五層,房地(土地+建物)+車位,土:1 建:1車:2,1房1衛,200,有,有,辦公用,
士林區重慶北路四段４９巷５５號二樓,萊茵首席,113/02/18,1510,68.82,21.94,50.46%,華廈(10層含以下有電梯),3,二層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,辦公用,其他增建;
士林區士東路８９巷１６弄４號二樓,敦安,113/02/18,1998,68.4,29.21,89.91%,公寓(5樓含以下無電梯),39,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
士林區重慶北路四段２２０巷２１弄１２號,,113/02/18,2020,0,37.99,,透天厝,55,全/三層,房地(土地+建物),土:1 建:1車:0,3廳3衛,,無,無,住家用,頂樓加蓋;其他增建;
士林區中正路３６５巷５號二樓之１,士林小築,113/02/18,1708,87.91,19.43,45.70%,華廈(10層含以下有電梯),9,二層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,有,住家用,其他增建;
士林區天母北路６８之２號五樓,天母石濤園,113/02/18,3700,73.67,58.88,93.33%,住宅大樓(11層含以上有電梯),43,五層/十一層,房地(土地+建物)+車位,土:3 建:1車:1,3房2廳2衛,260,有,有,住家用,陽台外推;其他增建;
士林區德行東路１０９巷６３弄５號五樓,,113/02/18,1950,60.19,32.4,90.96%,公寓(5樓含以下無電梯),44,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建：陽台加設鋁窗頂樓加蓋;其他增建;
士林區中山北路七段２２０巷５號,,113/02/17,1100,14.36,76.62,79.22%,華廈(10層含以下有電梯),38,一層/六層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區中庸二路８之１２號,過院來,113/02/17,6953.3,40,218.37,77.52%,華廈(10層含以下有電梯),16,"一層,二層,三層,四層,屋頂突出物,地下一層/五層",房地(土地+建物)+車位,土:1 建:1車:4,4房3廳4衛,400,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區社中街１２０號,,113/02/17,449,30.79,14.58,91.83%,公寓(5樓含以下無電梯),47,一層/四層,房地(土地+建物),土:1 建:1車:0,,,無,無,住商用,親友、員工、共有人或其他特殊關係間之交易;
士林區德行東路７６號二樓,,113/02/17,2568,70.86,36.24,94.42%,公寓(5樓含以下無電梯),52,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
士林區延平北路五段８３巷２８弄５號二樓,,113/02/17,1450,54.57,26.57,100.00%,公寓(5樓含以下無電梯),48,"二層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;
士林區大東路１５之９號,,113/02/16,1780,73.25,24.3,100.00%,公寓(5樓含以下無電梯),58,"一層,二層,騎樓/三層",房地(土地+建物),土:2 建:2車:0,5房2廳4衛,,無,無,住商用,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;
士林區天母西路５０巷２５號五樓,神曲,113/02/15,6800,73.94,91.97,45.97%,住宅大樓(11層含以上有電梯),23,五層/十四層,房地(土地+建物)+車位,土:1 建:1車:2,4房2廳3衛,600,有,有,住家用,陽台外推;
士林區大南路６６號三樓,,113/02/15,838,46.29,18.1,80.00%,公寓(5樓含以下無電梯),46,三層/四層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,陽台外推;
士林區中正路６９３號六樓,忠誠,113/02/15,1200,35.09,34.2,69.51%,住宅大樓(11層含以上有電梯),40,六層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區中山北路六段４１８號二樓,,113/02/12,1840,80.18,22.95,100.00%,公寓(5樓含以下無電梯),52,二層/四層,房地(土地+建物),土:1 建:1車:0,,,無,無,住家用,
士林區延平北路五段５０號十樓,,113/02/09,2520,58.07,43.4,59.42%,住宅大樓(11層含以上有電梯),11,十層/十三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,機房增建其他增建;
